3,ElectromagneticWaves,Hard,Using the equation c = λ × f if the wavelength of an EM wave decreases while traveling through a vacuum what must happen to its frequency?,The frequency decreases,The frequency stays the same,The frequency increases,The frequency becomes zero,C,Since the speed of light (c) is constant in a vacuum wavelength and frequency are inversely proportional; as one goes down the other must go up.
3,ElectromagneticWaves,Medium,Which type of radiation has enough energy to remove electrons from atoms and potentially damage biological tissue?,Non-ionizing radiation,Ionizing radiation,Radio waves,Visible light,B,High-frequency waves like UV X-rays and gamma rays are ionizing meaning they carry sufficient energy to disrupt atomic structures and DNA.
3,ElectromagneticWaves,Easy,Why are radio waves preferred for AM/FM broadcasting and television signals?,They have the highest energy,Their long wavelengths allow them to bend around obstacles and the Earth’s curvature,They travel faster than other EM waves,They are easily absorbed by water molecules,B,Longer wavelengths are better at diffracting around large objects making them ideal for wide-area broadcasting.
3,ElectromagneticWaves,Medium,What property of microwaves makes them suitable for satellite communication?,They travel in straight focused beams (line-of-sight),They can bend around the entire planet,They have the lowest frequency in the spectrum,They are invisible to the human eye,A,Microwaves have shorter wavelengths than radio waves allowing them to be directed in concentrated beams toward specific satellites.
3,ElectromagneticWaves,Hard,Why is visible light used in fiber-optic cables for high-speed internet?,It has a lower frequency than radio waves,It can travel through solid lead,Its high frequency allows for rapid data transmission through glass fibers,It is the only wave that can travel through a vacuum,C,Higher frequency waves like visible light can carry significantly more information per second than lower frequency radio waves.
3,ElectromagneticWaves,Medium,Which type of EM wave is emitted as heat by objects and used in thermal imaging?,Ultraviolet,X-rays,Infrared,Microwaves,C,Infrared radiation is associated with thermal energy; sensors can detect these wavelengths even in total darkness to see heat signatures.
3,ElectromagneticWaves,Hard,Why can X-rays be used to see bone fractures but not to transmit cellular phone signals?,X-rays are too slow for communication,X-rays are non-ionizing and safe for constant use,X-rays are high-energy waves that penetrate soft tissue but are absorbed by bone,X-rays have the longest wavelengths,C,X-rays have very high energy and short wavelengths which allow them to penetrate soft tissue but their ionizing nature makes them unsafe for constant communication use.
3,ElectromagneticWaves,Easy,What is the speed of all electromagnetic waves in a vacuum?,340 m/s,3 x 10^8 m/s,150,000 m/s,9.8 m/s,B,All EM waves travel at the speed of light which is approximately 300,000,000 meters per second in a vacuum.
3,ElectromagneticWaves,Medium,Which of these is a common application for Ultraviolet (UV) radiation?,Remote controls,AM radio,Water purification,Heating food in an oven,C,UV light has enough energy to kill bacteria and is frequently used for sterilizing and purifying water.
3,ElectromagneticWaves,Hard,A radio wave has a wavelength of 2 meters. What is its frequency?,1.5 x 10^8 Hz,6 x 10^8 Hz,3 x 10^8 Hz,2 Hz,A,Using f = c / λ (3 x 10^8 / 2) the frequency is 1.5 x 10^8 Hz or 150 MHz.
3,ElectromagneticWaves,Medium,Why is sunscreen used to protect the skin from UV rays but not from radio waves?,Radio waves have more energy,UV rays are ionizing radiation that can damage DNA,Sunscreen reflects visible light only,Radio waves are blocked by the atmosphere,B,UV rays are high-frequency ionizing waves that can cause skin damage and cancer whereas radio waves are non-ionizing and safer.
3,ElectromagneticWaves,Easy,Which part of the EM spectrum is the only one detectable by the human eye?,Infrared,Visible Light,Ultraviolet,X-rays,B,Visible light (400–700 nm) is the narrow range of the electromagnetic spectrum that human eyes can perceive.
3,ElectromagneticWaves,Hard,If a telecommunications engineer needs a wave that can carry a lot of data but is resistant to interference from other electronics which would they choose?,Radio waves,Visible light (Fiber optics),Microwaves,Infrared,B,Fiber optics using visible light pulses provide high bandwidth and are immune to the electromagnetic interference that affects radio and microwaves.
3,ElectromagneticWaves,Medium,What happens to the energy of an EM wave as its frequency increases?,The energy decreases,The energy stays the same,The energy increases,The energy becomes negative,C,Energy is directly proportional to frequency; higher frequency waves like Gamma rays carry significantly more energy than Radio waves.
3,ElectromagneticWaves,Easy,Which EM wave is used in remote controls to change TV channels?,X-rays,Microwaves,Infrared,Gamma rays,C,Remote controls use low-energy infrared pulses to send signals to electronic devices.
3,ElectromagneticWaves,Hard,Why are gamma rays considered the most dangerous type of EM radiation?,They have the longest wavelengths,They move faster than light,They have the highest frequency and can pass completely through the human body damaging DNA,They reflect off all surfaces,C,Gamma rays have the highest energy and shortest wavelength allowing them to penetrate deep into tissues and cause severe biological damage.
3,ElectromagneticWaves,Medium,Which wave property determines if a signal can bend around a hill in a remote village?,Energy,Frequency,Wavelength,Amplitude,C,Longer wavelengths (like those of radio waves) allow signals to diffract or bend around large physical obstacles like hills.
3,ElectromagneticWaves,Hard,In medical diagnostics why is MRI (Radio waves) often preferred over X-rays for frequent monitoring?,Radio waves are higher energy,Radio waves are non-ionizing and do not carry the radiation risks of X-rays,Radio waves penetrate bone better than X-rays,Radio waves are cheaper to produce,B,Because radio waves are non-ionizing they do not damage cells or DNA making them safer for repeated diagnostic use compared to X-rays.
